Company name Latin alphabet,"City
Latin Alphabet",Attribute,Date,Value
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Loan Ratio,2019,72.24414541
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Loan Ratio,2018,54.47587471
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Loan Ratio,2017,52.04559661
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2023,610.463
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2022,562.798
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2021,501.924
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2020,445.67
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2019,425.054
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2018,409.243
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Total customer deposits EUR,2017,323.352
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2023,3.614487313
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2022,5.392819452
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2021,5.563982758
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2020,6.411090339
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2019,8.098577388
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2018,9.759404142
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,LLP,2017,9.70201297
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2023,0.719424096
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2022,0.686414363
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2021,0.650563432
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2020,0.643758288
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2019,0.610829128
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2018,0.57251997
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Deposit Ratio,2017,0.462534706
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard deviation of ROAA,2023,0.178395652
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2022,0.03241909
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2021,0.02735147
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2020,0.01621057
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2019,0.019023309
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2018,0.005975729
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Standard Deviation of ROAA,2017,0.007562131
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2023,3.553918599
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2022,5.171159954
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z score,2021,5.395741802
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2020,6.01089272
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2019,5.780937869
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2018,7.134819491
BANCA DI CREDITO COOPERATIVO VICENTINO POJANA MAGGIORE,POIANA MAGGIORE,Z Score,2017,6.899063682
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2023,-1.279936576
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2022,-3.598849381
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2021,0.55846155
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2020,0.469035806
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2019,0.384984383
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2018,-2.111612703
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average assets (ROAA),2017,0.523444517
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2023,-12.67389247
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2022,-25.59815975
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2021,3.349993167
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2020,2.930731646
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2019,2.595835612
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2018,-12.92449071
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Return on average equity (ROAE),2017,2.67398195
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2023,8.69343584
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2022,11.78694874
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2021,16.5150562
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2020,16.78814095
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2019,15.42721499
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2018,14.35262057
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Equity to Assets Ratio,2017,18.45885607
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2023,7.49538942
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2022,12.85584241
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2021,12.18890924
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2020,10.82373828
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2019,10.83387428
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2018,7.914725264
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,NPL,2017,6.684219666
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2023,1153.491
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2022,960.52
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2021,888.571
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2020,1174.597
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2019,1596.62
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2018,1991.058
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total assets EUR,2017,1864.005
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2023,36.85949869
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2022,26.54499646
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2021,33.72110951
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2020,28.65638172
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2019,21.18932495
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2018,20.65349176
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Loan Ratio,2017,22.47976803
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2023,875.081
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2022,793.507
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2021,666.766
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2020,793.099
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2019,747.102
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2018,873.119
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Total customer deposits EUR,2017,607.616
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2023,4.609009365
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2022,7.158722645
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2021,4.236299542
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2020,3.303399062
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2019,2.82773913
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2018,1.992921577
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,LLP,2017,1.669412256
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2023,0.758637042
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2022,0.826122309
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2021,0.750380105
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2020,0.675209455
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2019,0.467927246
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2018,0.438520123
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Deposit Ratio,2017,0.325973375
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard deviation of ROAA,2023,1.700989857
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2022,1.93904103
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2021,0.070833085
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2020,1.197210108
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2019,1.382519302
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2018,1.586524775
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Standard Deviation of ROAA,2017,1.128141322
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2023,1.472092213
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2022,1.440488266
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z score,2021,5.48495768
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2020,2.668234161
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2019,2.436874338
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2018,2.043245667
CA INDOSUEZ WEALTH (ITALY) SPA,MILAN,Z Score,2017,2.57918212
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2023,0.851321579
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2022,0.61194583
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2021,0.667915661
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2020,0.797692444
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2019,0.679704584
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2018,0.484862732
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average assets (ROAA),2017,0.422279161
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2023,9.358536585
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2022,7.169402292
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2021,8.084599263
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2020,10.19944648
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2019,8.176955228
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2018,4.964739069
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Return on average equity (ROAE),2017,4.161001857
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2023,9.500135903
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2022,8.706339236
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2021,8.361566096
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2020,8.15790232
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2019,7.469769822
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2018,9.551238359
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Equity to Assets Ratio,2017,9.998966812
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2023,2.758005937
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2022,4.462579455
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2021,6.186720766
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2020,9.456213216
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2019,13.42062941
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2018,20.12055023
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,NPL,2017,20.73078894
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2023,886.661
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2022,916.183
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2021,899.664
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2020,867.625
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2019,832.529
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2018,566.314
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total assets EUR,2017,522.654
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2023,82.78034108
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2022,76.928845
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2021,73.10129115
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2020,68.95951592
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2019,65.01010776
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2018,47.82258606
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Loan Ratio,2017,50.21582156
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2023,614.169
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2022,623.952
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2021,549.561
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2020,477.396
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2019,443.979
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2018,252.626
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Total customer deposits EUR,2017,224.65
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2023,2.639286463
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2022,3.655389242
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2021,4.288398316
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2020,6.121975061
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2019,8.376699226
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2018,10.20864209
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,LLP,2017,9.750042124
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2023,0.692676231
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2022,0.681034248
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2021,0.610851385
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2020,0.550233108
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2019,0.533289531
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2018,0.446088213
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Deposit Ratio,2017,0.429825468
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard deviation of ROAA,2023,0.102236709
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2022,0.077800628
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2021,0.05859667
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2020,0.128990487
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2019,0.103275678
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2018,0.027001756
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Standard Deviation of ROAA,2017,0.099074546
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2023,4.61759181
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2022,4.785584375
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z score,2021,5.037572388
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2020,4.240295074
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2019,4.368306817
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2018,5.918042078
BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO - SOCIETA COOPERATIVA,PERGOLA,Z Score,2017,4.61181605
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2023,0.667665918
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2022,0.552320383
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2021,0.391412195
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2020,0.39864349
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2019,0.254512202
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2018,0.657868774
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average assets (ROAA),2017,-0.727715226
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2023,6.125796649
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2022,5.023342564
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2021,3.427975789
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2020,3.216118516
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2019,1.837568485
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2018,4.323441117
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Return on average equity (ROAE),2017,-4.682208313
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2023,10.82949101
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2022,10.97458531
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2021,11.01664573
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2020,11.86546563
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2019,12.99332972
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2018,14.85050059
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Equity to Assets Ratio,2017,15.61880962
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2023,0.572888744
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2022,1.783304415
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2021,2.623765376
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2020,4.192709855
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2019,5.282299706
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2018,9.315898043
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,NPL,2017,11.1769138
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Total assets EUR,2023,885.748
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Total assets EUR,2022,820.195
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Total assets EUR,2021,779.239
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Total assets EUR,2020,699.509
"CAIXA DE CREDITO AGRICOLA MUTUO DE POMBAL, CRL",POMBAL,Total assets EUR,2019,619.464
